NCTId,BriefTitle,EligibilityCriteria,BriefSummary,Conditions,Interventions,PrimaryOutcomes,TrialGroup,API_BaselineMeasures,API_BaselineMeasures_Corrected
NCT02451917,Glargine Versus NPH in Patients With Chronic Kidney Disease,"Inclusion Criteria:

* Patients with type 2 diabetes mellitus and chronic kidney disease secondary to diabetic nephropathy in stages 3 and 4 (moderate and severe nephropathy, corresponding to glomerular filtration rate of 15-59 ml/min/1.73m²) will be included in the study.

Exclusion Criteria:

* Patients with systemic neoplasias,
* HIV, chronic kidney disease or nephropathy from other etiologies,
* severe psychiatric disorders
* pregnant women.","Chronic kidney disease (CKD) is one of the most common microvascular complications of diabetes mellitus, and it is the leading cause of end stage renal disease on developed countries. The CKD diagnosis and its progression require re-evaluation of hypoglycemic therapy and constant dosing adjustments, in order to optimize glycemic control and minimize its side effects. Long acting insulin analogs and its pharmacokinetics have not been studied through different stages of kidney disease and there is no consensus defining the appropriate dosing adjustment based on the glomerular filtration rate (GFR). This research project will compare the glycemic response to intensive insulin treatment with NPH insulin and basal insulin analog (insulin glargine) in type 2 diabetes (DM 2) patients with CKD stages 3 and 4. Patients and methods - Inclusion Criteria: DM 2 patients with CKD secondary to diabetic nephropathy and GFR of 15-59 ml/min/1.73m². Exclusion Criteria: Patients with systemic neoplasia, HIV, CKD or nephropathy from other etiologies, severe psychiatric disorders and pregnant women. Study design: This study consists of a randomized, cross-over, open-label controlled clinical trial. Patients will be randomly divided into two groups: GROUP 1 - insulin analog glargine once a day and GROUP 2 - NPH human insulin, three applications per day, both group will be treated with insulin lispro at mealtime. The laboratory tests will be performed at baseline and 12, 24, 36 and 48 weeks after the study start. During routine medical appointments will be analyzed self- monitoring of capillary blood glucose (SMBG) and the hypoglycemia score. After 24 weeks the basal insulin will be changed, i.e. patients using NPH insulin will receive insulin glargine and patients on insulin glargine will be changed to NPH insulin. A CGMS will be carried out at 24 and 48 weeks. Methodology: The metabolic profile will be evaluated throughout SMBG; biochemical, hormonal and hematological measurements; hypoglycemia score and CGMS. Statistical analysis will be performed using comparative descriptive analyzes, such as chi-square distribution, t-test and non-parametric tests. Analyze of data CGMS will include the area under the curve and the related statistic. Finally, logistic regression models will be adopted to evaluate the effect of the treatment on the several variables in question.","Type 2 Diabetes Mellitus, Chronic Kidney Disease, ","Glargine insulin, NPH insulin, ","Difference in A1c Levels, Number of Hypoglycemic Events, ",chronic kidney disease,"Age, Continuous, Sex: Female, Male, Region of Enrollment, Duration of Diabetes, Body weight, BMI, Systolic Blood Pressure, Diastolic Blood Pressure, ","`Age, Continuous`, `Sex: Female, Male`, `Region of Enrollment`, `Duration of Diabetes`, `Body weight`, `BMI`, `Systolic Blood Pressure`, `Diastolic Blood Pressure`, "
NCT02358343,A Trial of Sertraline vs. CBT for End-stage Renal Disease Patients With Depression {ASCEND},"Inclusion Criteria:

1. Age ≥ 21 years;
2. Undergoing thrice-weekly maintenance HD for ≥ 3 months;
3. Able to speak either English or Spanish;
4. BDI-II score ≥ 15; and
5. Meets diagnostic criteria for either current major depressive episode or dysthymia on the MINI.

Exclusion Criteria:

1. Active suicidal intent;
2. Ongoing psychotherapy or current treatment with certain anti-depressant drugs;
3. Evidence of cognitive impairment on Mini-Cog;
4. Present or past psychosis or bipolar disorder I or II on the MINI;
5. Alcohol or substance abuse diagnosed on the MINI or history of such abuse in the past three months;
6. Life expectancy \< 3 months, in the judgment of the site principal investigator;
7. Anticipated to receive living related donor kidney transplantation within 3 months;
8. Pregnancy, or lactation, or women of childbearing age not willing to use adequate birth control;
9. Clinical and/or laboratory evidence of chronic liver disease;
10. History of significant active bleeding in the past three months, such as hospitalization for gastrointestinal bleeding;
11. Current use of class I anti-arrhythmic medications (e.g., propafenone, flecainide), pimozide, monoamine oxidase inhibitors, reserpine, guanethidine, cimetidine, tri-cyclic anti-depressants, triptans, tramadol, linezolid, tryptophan, and St. John's wort; and
12. Known hypersensitivity to sertraline.","Patients whose kidneys fail generally require dialysis treatments to sustain life. The ability of patients to make major adjustments in their lives for dialysis is hampered by depression that affects almost one-quarter of such individuals. There are no studies that have adequately tested whether treatment of depression is effective in dialysis patients and if there is any difference between the response to the two most commonly available forms of treatment, psychotherapy and anti-depressant drug therapy.

To fill this important gap in the investigators knowledge, the investigators propose to undertake (1) a randomized controlled clinical trial of 200 patients to test whether an engagement interview will result in a higher proportion of dialysis patients accepting treatment for depression; and (2) a randomized controlled clinical trial of 120 patients to determine whether there is any difference in the likelihood of improvement of depressive symptoms with psychotherapy or drug therapy among dialysis patients with depression. Patients in these studies will be enrolled from among individuals receiving care in 50 dialysis facilities in three metropolitan areas - Seattle, Dallas, and Albuquerque. The research proposal has been developed with the support of patients, caregivers, and stakeholders to ensure that the findings from the study are relevant to them and can be readily implemented in day-to-day clinical practice. Hence, the engagement interview and psychotherapy will be delivered in a dialysis facility to ease the burden on patients, and the dose of the study drug will be changed in partnership with the study participants. In addition to depressive symptoms, the effect of treatment on other meaningful outcomes such as fatigue and sleep will be determined.

The two forms of treatment for depression being tested in this clinical trial are very different from each other and patients differ with regards to the treatment option preferable and/or available to them. Successful completion of the clinical trial will provide patients, caregivers, and other stakeholders with the information that they would need when faced with a diagnosis of depression in patients undergoing hemodialysis. This will allow patients to select evidence-based treatments to improve outcomes that are relevant to them.","Depression, End Stage Renal Disease, ","Engagement Interview, Cognitive Behavioral Therapy, Antidepressant Drug Therapy, ","Number of Participants Who Initiated Depression Treatment, QIDS-C Score, ",chronic kidney disease,"Age, Continuous, Age, Continuous, Sex: Female, Male, Sex: Female, Male, Ethnicity (NIH/OMB), Ethnicity (NIH/OMB), Race (NIH/OMB), Race (NIH/OMB), Dialysis Vintage, Dialysis Vintage, ","`Age, Continuous`, `Age, Continuous`, `Sex: Female, Male`, `Sex: Female, Male`, `Ethnicity (NIH/OMB)`, `Ethnicity (NIH/OMB)`, `Race (NIH/OMB)`, `Race (NIH/OMB)`, `Dialysis Vintage`, `Dialysis Vintage`, "
NCT02497300,Vascular Effects of Mineralocorticoid Receptor Antagonism in Kidney Disease,"Inclusion Criteria:

* Adults (18-65 years of age)
* CKD (eGFR 25-60 mL/min/1.73m2) with urine albumin-to-creatinine ratio \> 30 mg/g
* CKD (eGFR \> 60 mL/min/1.73m2) with urine albumin-to-creatinine ratio ≥ 300 mg/g

Exclusion Criteria:

* Severe hypertension (HTN) (office BP ≥ 160/100 mm Hg)
* Hypotension (office BP \< 110/70 mm Hg)
* Serum potassium \> 5 milliequivalent/L
* History of arrhythmia, including atrial fibrillation
* Pregnant or breast feeding woman
* Diabetes mellitus (DM) type 1
* Diabetes mellitus type 2 with glycosylated hemoglobin ≥ 6.5%
* Dementia or cognitive impairment prohibiting consent
* History of ischemic stroke, unstable angina, or myocardial infarction within the past 6 months
* Allergy or intolerance to spironolactone or amiloride
* Use of an MR antagonist or an epithelial sodium channel blocking medication within the last month
* Known primary aldosteronism or renal artery stenosis","Vascular endothelial dysfunction increases cardiovascular (CV) risk and contributes to the progression of chronic kidney disease (CKD). Mineralocorticoid receptor (MR) antagonists have been shown to improve endothelial function, as well as decrease CV mortality and proteinuria. The specific biochemical pathways that produce these pharmacological effects for MR antagonists, however, are poorly understood. This study investigates the effect of MR antagonism on endothelial function in patients with moderate (stage III) CKD using a randomized, controlled trial. Three specific aims are proposed: Aim 1: To determine if spironolactone improves endothelial function as compared to amiloride in patients with stage III CKD; Aim 2: To determine if oxidative stress is associated with changes in endothelial function by spironolactone compared to amiloride in patients with stage III CKD; and Aim 3: To determine if endothelial dysfunction contributes to albuminuria in patients with stage III CKD. The clinical relevance is to improve understanding of the mechanisms of kidney function decline in CKD in order to develop interventions to delay or prevent dialysis, which would translate into alleviating patient suffering, caregiver burden, and health care costs.","Chronic Kidney Disease, Albuminuria, ","Spironolactone, Amiloride, ","Difference in 24 Hour Ambulatory Systolic Blood Pressure, Change in Oxidative Stress as Measured by Urine Levels of F2-isoprostanes, Change in Albuminuria, ",chronic kidney disease,"Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, ","`Age, Categorical`, `Age, Continuous`, `Sex: Female, Male`, `Ethnicity (NIH/OMB)`, `Race (NIH/OMB)`, `Region of Enrollment`, "
NCT01462097,Exercise Trial in Chronic Kidney Disease,"Inclusion Criteria:

* Stage 3-4 Chronic kidney disease (estimated Glomerular Filtration Rate 15-45)
* Age 60 to 85
* English Speaking

Exclusion Criteria:

* Dementia or cognitive impairment
* Renal transplant
* New York Heart Association class 3-4 heart failure
* Severe Chronic Lung Disease
* Unstable angina or coronary revascularization within the last 3 months
* Orthopedic problems that would preclude aerobic exercise training
* Known, untreated infection
* Disabling arthritis
* Uncontrolled arrhythmia
* More than 14 alcoholic drinks per week","Chronic Kidney Disease (CKD) is exceedingly common in older adults, in whom it is associated with impairment in cognition and physical function. The purpose of this study is to test the effects of 12 months of aerobic and resistance exercise training compared to health education on cognitive and physical performance in 120 older adults with CKD not requiring dialysis. The results of this study will be essential for demonstrating the effectiveness of exercise in improving function and ultimately preventing disability in this high-risk population of older adults.","Chronic Kidney Disease, ","Aerobic exercise training, Health Education, ","Change in Peak Aerobic Capacity, Change in 6 Minute Walk, ",chronic kidney disease,"Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Estimated glomerular filtration rate (eGFR), Hemoglobin (g/dl), Body Mass Index (kg/m2), Self-reported Moderate-vigorous physical activity, Coronary Artery Disease, Diabetes, Hypertension, Heart Failure, Peripheral vascular disease, Chronic Obstructive Pulmonary Disease (COPD), Study Site, ","`Age, Continuous`, `Sex: Female, Male`, `Race/Ethnicity, Customized`, `Region of Enrollment`, `Estimated glomerular filtration rate (eGFR)`, `Hemoglobin (g/dl)`, `Body Mass Index (kg/m2)`, `Self-reported Moderate-vigorous physical activity`, `Coronary Artery Disease`, `Diabetes`, `Hypertension`, `Heart Failure`, `Peripheral vascular disease`, `Chronic Obstructive Pulmonary Disease (COPD)`, `Study Site`, "
NCT02636049,Pharmacokinetics of Triferic (Ferric Pyrophosphate Citrate) Administered Intravenously to Healthy Adult Volunteers,"Inclusion Criteria: Subjects must meet all of the following criteria to be eligible for inclusion in the study:

1. The subject must be able to provide informed consent and have personally signed and dated the study written informed consent document before completing any study-related procedures.
2. The subject must be 18-65 years of age inclusive at the time of consent.
3. The subject must have a transferrin saturation (TSAT) of 15-50% during Screening.
4. The subject must agree to discontinue all iron preparations for 14 days prior to Baseline.
5. If the subject is female, she must be premenopausal, non-pregnant and non-lactating, and be at least 90 days post-partum (if applicable) at Screening. Women of childbearing potential must be willing to use appropriate birth control during the entire duration of the study.
6. The subject must be willing and able to comply with all study procedures and restrictions.
7. The subject must have no clinically-significant abnormal findings on medical history, vital signs, physical examination, or clinical laboratory results during Screening.
8. The subject must have a body mass index (BMI) of ≤32.0 kg/m2 at Screening and weigh \>60.0 kg.

Exclusion Criteria:

A subject will not be eligible for inclusion in the study if any of the following criteria apply:

1. The subject has a hemoglobin (Hgb) concentration \<13.0 g/dL for men or \<12 g/dL for women during Screening.
2. The subject has a total iron binding capacity (TIBC) \<250 µg/dL during Screening.
3. The subject has had administration of IV or oral iron supplements (including multivitamins with iron) within 14 days prior to Baseline.
4. Subject has concurrent or recurrent disease (e.g., cardiovascular, renal, hepatic, gastrointestinal, malignant, etc.) that could affect the action or disposition of the investigational product utilized in this study, or could affect clinical or laboratory assessments.
5. Subject has a C-reactive protein level (CRP) \>5 mg/L during Screening, or any rheumatic or autoimmune disease that requires systemic anti-inflammatory or immunomodulatory therapy.
6. Subject has an acute illness within 14 days prior to Baseline.
7. Subject has known or suspected intolerance or hypersensitivity to iron-containing products.
8. Subject has a history of alcohol or substance abuse within the past year.
9. Subject has a positive screen for cotinine or drugs of abuse.
10. Subject is positive for HIV, hepatitis B, or hepatitis C.
11. Subject uses tobacco in any form (e.g., smoking or chewing) or other nicotine-containing products in any form (e.g., gum, patch, etc.). Ex-users must report that they have stopped using tobacco for at least 30 days prior to Baseline.
12. Subject donated blood or blood products (e.g., plasma or platelets) within 60 days prior to Baseline.
13. Subject participated in an investigational drug study within 30 days prior to Baseline.
14. Subject is pregnant or intends to become pregnant before completing the study.
15. Subject's current medical status, in the investigator's opinion, would preclude participation in the study.","This is a Phase 1, open-label, three-period sequential dosing study being conducted to determine the pharmacokinetics of Triferic iron administered intravenously (IV) to healthy adults.","End Stage Renal Disease, ","Triferic, ","Pharmacokinetics of Triferic Iron Administered IV to Healthy Adults: Maximum Drug Concentration (Cmax) of Total Serum Iron, Pharmacokinetics of Triferic Iron Administered IV to Healthy Adults: Area Under the Serum Iron Concentration Time Curve From Time Zero to the Time of Last Quantified Concentration (AUC(Last)) of Total Serum Iron, ",chronic kidney disease,"Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, Height, Weight, Body Mass Index, ","`Age, Continuous`, `Sex: Female, Male`, `Ethnicity (NIH/OMB)`, `Race (NIH/OMB)`, `Region of Enrollment`, `Height`, `Weight`, `Body Mass Index`, "
NCT02521181,The BASE Study: Bicarbonate Administration to Stabilize Estimated Glomerular Filtration Rate (eGFR),"Inclusion Criteria:

1. Serum bicarbonate 20-28 mEq/L at screening (the average of the two most recent values in Baseline must be 20-28 mEq/L prior to randomization)
2. Moderate to severe chronic kidney disease (CKD) at the time of screening, defined as one of the following:

   * eGFR 20-44 ml/min/1.73m2 or
   * eGFR 45-59 ml/min/1.73m2 plus random urinary albumin:creatinine (ACR) ≥100 mg/gm
3. Blood pressure \<160/100 mm Hg at screening (must be \<150/100 mm Hg prior to randomization)
4. Lean body weight 38.0-96.0 kg at the time of screening
5. Age allowing legal consent without parental involvement (18-21 years, depending on individual state regulations)
6. Able to provide consent
7. Able to travel to study visits
8. Able to read English
9. In the opinion of the site investigator, willing and able to follow the study treatment regimen and comply with the site investigator's recommendations
10. In the opinion of the site investigator, medically stable

Exclusion Criteria:

1. Use of chronic daily oral alkali (such as sodium bicarbonate, sodium citrate, potassium citrate, etc) with one exception: calcium carbonate ≤1500 mg/day is allowed, as some will take this for the indication of bone health
2. On five or more antihypertensive and/or diuretic agents, regardless of the indication
3. Serum potassium \<3.3 or ≥5.5 mEq/L at screening (must be 3.5-5.5 mEq/L prior to randomization)
4. Self-reported vegetarian
5. New York Heart Association Class 3 or 4 heart failure symptoms, known left ventricular ejection fraction ≤30%, or hospital admission for heart failure within the past 3 months
6. Frequent urinary tract infections (≥2 in the past year)
7. Presence of indwelling urinary catheter or urinary conduit (such as neobladder or urostomy)
8. Factors judged to limit adherence to interventions (e.g., alcoholism, history of missing clinic visits, chronic gastrointestinal disorder that makes compliance with the intervention unreliable)
9. Organ transplant recipients (excluding cornea)
10. Active glomerular disease requiring or potentially requiring immunosuppressive treatment
11. Chronic immunosuppressive therapy (for ≥3 months) for any indication. This does not include oral steroids \<10 mg per day, inhaled steroids, or topical steroids
12. Anticipated initiation of dialysis or kidney transplantation within 12 months as assessed by the site investigator
13. Current participation in another interventional research study
14. Malignancy requiring therapy within 2 years (basal or squamous cell skin carcinoma and localized prostate cancer are exempted)
15. Pregnancy or planning to become pregnant or currently breast-feeding. Women of childbearing potential (pre-menopausal and not surgically sterilized) will have urine pregnancy test before enrollment.
16. Life expectancy \<12 months as determined by the site investigator
17. Institutionalized individuals, including prisoners and nursing home residents
18. Plans to leave the immediate area within the next 12 months
19. Routinely leaves town for multiple weeks each year such that protocol visits would be missed
20. Chronic use of supplemental oxygen
21. Use of both angiotensin-converting-enzyme inhibitor (ACEI) and Angiotensin II Receptor Blockers (ARBs)","The two doses of sodium bicarbonate being tested are 0.5 and 0.8 mEq/kg-lean body weight (LBW) per day. Sodium bicarbonate, also known as baking soda, may help prevent kidney failure in people with chronic kidney disease. However, the dose to prescribe in order to test this possibility in a clinical trial is uncertain. The BASE pilot clinical trial will help determine the best dose of sodium bicarbonate to prescribe in a future study that will test the long-term safety and efficacy of sodium bicarbonate as a treatment to preserve kidney function in individuals with chronic kidney disease.","Chronic Kidney Disease, ","Lower Dose Sodium Bicarbonate, Higher Dose Sodium Bicarbonate, Placebo, ","Number of Participants in Each Dose Arm Prescribed (i) Full Randomized Sodium Bicarbonate Dose at End of 28 Weeks & (ii) at Least 25% of Randomized Sodium Bicarbonate Dose at End of 28 Weeks as a Proportion of the Number Randomized to That Group, ",chronic kidney disease,"Age, Categorical, Age, Continuous, Sex: Female, Male, Ethnicity (NIH/OMB), Race (NIH/OMB), Region of Enrollment, CKD Stage, Diabetes Mellitus, History of Heart Disease, Congestive Heart Failure, COPD, Smoking Status, Weight, BMI, Lean Body Mass, Systolic BP, Ace/ARB Use, eGFR, Urine Albumin / Creatinine Ratio, Serum Bicarbonate, Serum Potassium, Urinary Ammonium, Urinary PH, Estimated DIetary Protein Intake, ","`Age, Categorical`, `Age, Continuous`, `Sex: Female, Male`, `Ethnicity (NIH/OMB)`, `Race (NIH/OMB)`, `Region of Enrollment`, `CKD Stage`, `Diabetes Mellitus`, `History of Heart Disease`, `Congestive Heart Failure`, `COPD`, `Smoking Status`, `Weight`, `BMI`, `Lean Body Mass`, `Systolic BP`, `Ace/ARB Use`, `eGFR`, `Urine Albumin / Creatinine Ratio`, `Serum Bicarbonate`, `Serum Potassium`, `Urinary Ammonium`, `Urinary PH`, `Estimated DIetary Protein Intake`, "
NCT02915029,Home-base Kidney Care in Zuni Indians,"Inclusion Criteria:

* Clinical diagnosis of diabetes
* Clinical diagnosis of microalbuminuria
* Must be living in a household with more than 1 living participant
* Age 21 to 80 years
* Must have negative pregnancy test in women of child-bearing potential

Exclusion Criteria:

* Life expectancy \< 1 year
* On dialysis
* With renal transplant
* Pregnancy or absence of reliable birth control in women of child-bearing potential
* Malignancy except non-melanoma skin cancer
* Blind
* Unwilling or unable to give informed consent.",People reach End Stage Renal Disease (ESRD) due to progressive chronic kidney disease (CKD). CKD is associated with increased risks for heart disease and death. The burden of chronic kidney disease is increased among minority populations compare to Caucasians. The Zuni Indians are experiencing an epidemic of chronic kidney disease is due primarily to the high rates of obesity and diabetes. The present study entitled Home-Based Kidney Care is designed to delay / reduce rate of ESRD by early interventions in CKD. Investigators propose to assess the safety and efficacy of conducting a full-scale study to determine if home based care delivered by a collaborative team composed of community health workers and University of New Mexico faculty will decrease the risk for the development and the progression of CKD.,"Chronic Kidney Disease, ","Educational and lifestyle coaching, ","Patient Activation Measure (PAM) -13 Item Questionnaire, Patient Activation Measure (PAM) Level Greater Than 2, ",chronic kidney disease,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Patient Activation Measure - Total Score, Patient activation level >3, Systolic Blood Pressure, Diastolic Blood Pressure, HbA1c, Hypertension, Diabetes status, High School Graduate, BMI, Serum Total Protein, Serum Cholesterol, Serum LDL Cholesterol, Serum HDL Cholesterol, Serum Triglycerides, eGFR, UACR, hsCRP, KDQOL-SP, KDQOL-EKD, KDQOL-BKD, KDQOL-SF12 Physical Score, KDQOL-SF12 Mental, Morisky Score, ","`Age, Continuous`, `Sex: Female, Male`, `Race (NIH/OMB)`, `Region of Enrollment`, `Patient Activation Measure - Total Score`, `Patient activation level >3`, `Systolic Blood Pressure`, `Diastolic Blood Pressure`, `HbA1c`, `Hypertension`, `Diabetes status`, `High School Graduate`, `BMI`, `Serum Total Protein`, `Serum Cholesterol`, `Serum LDL Cholesterol`, `Serum HDL Cholesterol`, `Serum Triglycerides`, `eGFR`, `UACR`, `hsCRP`, `KDQOL-SP`, `KDQOL-EKD`, `KDQOL-BKD`, `KDQOL-SF12 Physical Score`, `KDQOL-SF12 Mental`, `Morisky Score`, "
NCT04858295,Supporting Self-Management of Healthy Behaviors in Chronic Kidney Disease,"Inclusion Criteria:

* adult patients with hypertension (treated with three or less anti-hypertensive medications) and chronic kidney disease stage 3 or 4 managed in participating nephrology practices
* have a smartphone that they are willing to carry with them the majority of the time while enrolled in the study
* able to comprehend English,
* have ability to walk.
* mean blood pressure of \<=180/100 mmHg from historical blood pressure readings in the electronic medical record
* able and willing to provide informed consent

Exclusion Criteria:

* inability to provide consent or read or speak English
* had MI or stroke within the previous six months,
* diagnosis of dementia or cognitive impairment
* inability to walk
* already participating in another physical activity study
* belong to vulnerable population
* likely to receive a kidney transplant within 1 month of enrollment into the trial
* living in a long-term care or rehabilitation institution
* likely to have their care transferred to another facility outside participating clinic areas during the course of the study
* planning to travel or live consecutively out of the country for more than one month
* participating in another intervention trial,
* hypertension not managed by the nephrologist in the clinic
* prescribed more than three anti-hypertensive medications (i.e. resistant hypertension),
* any other reason they do not expect to be able to complete the study.","The pilot cross-over study aims to examine the feasibility of a smartphone-based self-management supportive intervention, Supporting Self-Management of Healthy Behaviors (SMART-HABITS) in patients with chronic kidney disease (CKD) and hypertension. SMART-HABITS is a web-based application accessible on any device that has Internet access and utilizes a mobile health research platform (Way to Health) that links to wearable sensor smartphone applications such as FitBit and Omron Connect, to provide reminders, tailored feedback, and provide access to educational resources, and to community resources. The cross-over design is used to test preferences of using text message or a smartphone app to communicate blood pressure readings.","Renal Insufficiency, Chronic, Hypertension, ","Texting, mHealth app, ","Feasibility: Adoption, Feasibility: Adherence, Feasibility: Change in Acceptability of mHealth From Baseline (Pre-study) and 12 Weeks (Post-study), Feasibility: Acceptability of SMART-HABITS, Feasibility: Acceptability of SMART-HABITS, ",chronic kidney disease,"Age, Categorical, Age, Continuous, Sex: Female, Male, Race/Ethnicity, Customized, Region of Enrollment, Highest Level of Education, Employment Status, ","`Age, Categorical`, `Age, Continuous`, `Sex: Female, Male`, `Race/Ethnicity, Customized`, `Region of Enrollment`, `Highest Level of Education`, `Employment Status`, "
NCT03326583,The Effects of Patiromer on Serum Potassium Level and Gut Microbiome of ESRD Patients With Hyperkalemia,"Inclusion Criteria:

* Subjects on stable hemodialysis for more than 90 days.
* Age 18-85 years.
* Persistent hyperkalemia, defined as elevated serum potassium \> 5.0 mEq/L in more than 2 occasions during the previous 3 months.

Exclusion Criteria:

* Use of pre- or probiotics during the past 2 months
* Use of antibiotics within the past 2 months, if the patient received a single course of antibiotic.
* Presence of chronic wound infection and osteomyelitis
* Inflammatory bowel disease, chronic diarrhea, current C. difficile infection
* Liver cirrhosis or chronic active hepatitis
* Treatment with immunosuppressive medications in the past 6 months or more than a week of treatment with prednisone \> 10 mg in the last 3 months
* Anticipated kidney transplant within 9 months
* Expected survival \< 9 months
* Pregnancy, anticipated pregnancy, or breastfeeding
* Incarceration
* Participation in another intervention study
* severe anemia defined as hemoglobin \< 8.0 g/dl any time during the last 2 months","The Effects of Patiromer on Serum Potassium Level and Gut Microbiome of ESRD Patients With Hyperkalemia (potassium greater than 5 milliequivalents per liter) is a non-randomized, crossover study. This is an open-label, pilot clinical trial with 3 sequential phases of (a) 2 weeks of no intervention, (b) 12 weeks of Patiromer treatment, and (c) 6 weeks of no intervention. Treatment with Patiromer will be initiated at a dose of 8.4 grams, once daily and observed for a week, then uptitrated to 16.8 grams once daily. Eligible study subjects will collect stool samples and provide blood and urine samples.","ESRD, Hyperkalemia, End Stage Renal Disease, ","Patiromer, ","Adverse Events of Participants Taking Patiromer in Lowering Serum Potassium Levels in End Stage Renal Disease (ESRD) Patients With Hyperkalemia Measured by Gastrointestinal Symptom Rating Scale (GSRS), Serum Potassium Level Through 12 Weeks of Treatment, Changes in Blood Chemistry During the Study, Stool Electrolytes During the Study Phases, ",chronic kidney disease,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Body Mass Index (BMI), Diabetes, Coronary Artery Disease, HIV, Heart Failure, Hemoglobin, Mean Corpuscular Volume (MCV), Whole Blood Count (WBC), Blood Urea Nitrogen, Creatinine, Sodium, Potassium, Bicarbonate, Calcium, Phosphate, Glucose, Parathyroid hormone (PTH), Magnesium, Total Protein, Serum Albumin, Kt/V, Dialysate potassium, Dialysate sodium, Dialysate calcium, Erythropoietin dose, Dialysate magnesium, Doxercalciferol, ","`Age, Continuous`, `Sex: Female, Male`, `Race (NIH/OMB)`, `Region of Enrollment`, `Body Mass Index (BMI)`, `Diabetes`, `Coronary Artery Disease`, `HIV`, `Heart Failure`, `Hemoglobin`, `Mean Corpuscular Volume (MCV)`, `Whole Blood Count (WBC)`, `Blood Urea Nitrogen`, `Creatinine`, `Sodium`, `Potassium`, `Bicarbonate`, `Calcium`, `Phosphate`, `Glucose`, `Parathyroid hormone (PTH)`, `Magnesium`, `Total Protein`, `Serum Albumin`, `Kt/V`, `Dialysate potassium`, `Dialysate sodium`, `Dialysate calcium`, `Erythropoietin dose`, `Dialysate magnesium`, `Doxercalciferol`, "
NCT01640184,Efficacy and Safety of Ultrasonic Ablation to Treat Secondary Hyperparathyroidism in Chronic Kidney Disease Patients,"Inclusion Criteria:

* Patients with age between 18 - 75 years.
* Patients with parathyroid nodular or diffuse hyperplasia demonstrated on ultrasound imaging or radioisotope scan.
* CKD patients in stage 5, with elevated intact parathyroid hormone (iPTH) levels \> 800pg/mL.
* CKD patients have been followed up more than 6 months.

Exclusion Criteria:

* Primary or Tertiary Hyperparathyroidism (hyperparathyroidism after kidney transplantation).
* Patient who underwent total parathyroidectomy and without enlarged parathyroid gland(s).
* Known history of parathyroid or other neoplasias in the neck region.
* History of neck irradiation.
* Major surgery of neck in the last 3 months or other major surgery projected in the subsequent 4 months.
* Pregnant or lactating woman.
* Patient receiving drugs such as phenobarbital, phenytoin, rifampicin, sucralfate, steroids, flecainide, thioridazine, or most tricyclic antidepressants which could affect vitamin D metabolism.
* Treatment with vitamin D derivatives, cinacalcet or other calcimimetics within the past 6 months.
* Patients who are currently participating in another clinical trial.
* The expected live time is less than 1 year.
* Patients suffered from acute myocardial infraction, acute congestive heart failure, or stroke in last 6 months.
* Patients whose concurrent illnesses, disability, or geographical residence would hamper attendance at required study visit.",It is difficulty for the treatment of secondary hyperparathyroidism in the chronic kidney disease (CKD) patients who had not succeeded medical therapy and could not get parathyroidectomy. The investigators suppose that ultrasonic ablation may be a valuable alternative treatment that help control secondary hyperparathyroidism in CKD patients presenting with enlarged parathyroid gland(s) visible at ultrasonography.,"Hyperparathyroidism, Disorders of Parathyroid Gland, ","Parathyroidectomy, Active vitamin D, Ultrasonic ablation, ","Rate of Achieving the Target on Blood Intact Parathyroid Hormone Level According to Kidney Development Improvement Global Outcome (KDIGO) Guidelines., ",chronic kidney disease,"Age, Continuous, Sex: Female, Male, Race (NIH/OMB), Region of Enrollment, Ca-baseline, P-baseline, iPTH-baseline, BALP-baseline, ","`Age, Continuous`, `Sex: Female, Male`, `Race (NIH/OMB)`, `Region of Enrollment`, `Ca-baseline`, `P-baseline`, `iPTH-baseline`, `BALP-baseline`, "
